time_ms,flow_rate_lps,sol_valve,trig
885,6.0,1,0
890,6.0,1,0
895,6.0,1,0
900,6.0,1,0
905,6.0,1,0
910,6.0,1,0
915,6.0,1,0
920,6.0,1,0
925,6.0,1,0
930,6.0,1,0
935,6.0,1,0
940,6.0,1,0
945,6.0,1,0
950,6.0,1,0
955,6.0,1,0
960,6.0,1,0
965,6.0,1,0
970,6.0,1,0
975,6.0,1,0
980,6.0,1,0
985,6.0,1,0
990,6.0,1,0
995,6.0,1,0
1000,6.0,1,0
1005,6.0,1,0
1010,6.0,1,0
1015,6.0,1,0
1020,6.0,1,0
1025,6.0,1,0
1030,6.0,1,0
1035,6.0,1,0
1040,6.0,1,0
1045,6.0,1,0
1050,6.0,1,0
1055,6.0,1,0
1060,6.0,1,0
1065,6.0,1,0
1070,6.0,1,0
1075,6.0,1,0
1080,6.0,1,0
1085,6.0,1,0
1090,6.0,1,0
1095,6.0,1,0
1100,6.0,1,0
1105,6.0,1,0
1110,6.0,1,0
1115,6.0,1,0
1120,6.0,1,0
1125,6.0,1,0
1130,6.0,1,0
1135,6.0,1,0
1140,6.0,1,0
1145,6.0,1,0
1150,6.0,1,0
1155,6.0,1,0
1160,6.0,1,0
1165,6.0,1,0
1170,6.0,1,0
1175,6.0,1,0
1180,6.0,1,0
1185,6.0,1,0
1190,6.0,1,0
1195,6.0,1,0
1200,6.0,1,0
1205,6.0,1,0
1210,6.0,1,0
1215,6.0,1,0
1220,6.0,1,0
1225,6.0,1,0
1230,6.0,1,0
1235,6.0,1,0
1240,6.0,1,0
1245,6.0,1,0
1250,6.0,1,0
1255,6.0,1,0
1260,6.0,1,0
1265,6.0,1,0
1270,6.0,1,0
1275,6.0,1,0
1280,6.0,1,0
1285,6.0,1,0
1290,6.0,1,0
1295,6.0,1,0
1300,6.0,1,0
1305,6.0,1,0
1310,6.0,1,0
1315,6.0,1,0
1320,6.0,1,0
1325,6.0,1,0
1330,6.0,1,0
1335,6.0,1,0
1340,6.0,1,0
1345,6.0,1,0
1350,6.0,1,0
1355,6.0,1,0
1360,6.0,1,0
1365,6.0,1,0
1370,6.0,1,0
1375,6.0,1,0
1380,6.0,1,0
1385,6.0,1,0
1390,6.0,1,0
1395,6.0,1,0
1400,6.0,1,0
1405,6.0,1,0
1410,6.0,1,0
1415,6.0,1,0
1420,6.0,1,0
1425,6.0,1,0
1430,6.0,1,0
1435,6.0,1,0
1440,6.0,1,0
1445,6.0,1,0
1450,6.0,1,0
1455,6.0,1,0
1460,6.0,1,0
1465,6.0,1,0
1470,6.0,1,0
1475,6.0,1,0
1480,6.0,1,0
1485,6.0,1,0
1490,6.0,1,0
1495,6.0,1,0
1500,6.0,1,0
1505,6.0,1,0
1510,6.0,1,0
1515,6.0,1,0
1520,6.0,1,0
1525,6.0,1,0
1530,6.0,1,0
1535,6.0,1,0
1540,6.0,1,0
1545,6.0,1,0
1550,6.0,1,0
1555,6.0,1,0
1560,6.0,1,0
1565,6.0,1,0
1570,6.0,1,0
1575,6.0,1,0
1580,6.0,1,0
1585,6.0,1,0
1590,6.0,1,0
1595,6.0,1,0
1600,6.0,1,0
1605,6.0,1,0
1610,6.0,1,0
1615,6.0,1,0
1620,6.0,1,0
1625,6.0,1,0
1630,6.0,1,0
1635,6.0,1,0
1640,6.0,1,0
1645,6.0,1,0
1650,6.0,1,0
1655,6.0,1,0
1660,6.0,1,0
1665,6.0,1,0
1670,6.0,1,0
1675,6.0,1,0
1680,6.0,1,0
1685,6.0,1,0
1690,6.0,1,0
1695,6.0,1,0
1700,6.0,1,0
1705,6.0,1,0
1710,6.0,1,0
1715,6.0,1,0
1720,6.0,1,0
1725,6.0,1,0
1730,6.0,1,0
1735,6.0,1,0
1740,6.0,1,0
1745,6.0,1,0
1750,6.0,1,0
1755,6.0,1,0
1760,6.0,1,0
1765,6.0,1,0
1770,6.0,1,0
1775,6.0,1,0
1780,6.0,1,0
1785,6.0,1,0
1790,6.0,1,0
1795,6.0,1,0
1800,6.0,1,0
1805,6.0,1,0
1810,6.0,1,0
1815,6.0,1,0
1820,6.0,1,0
1825,6.0,1,0
1830,6.0,1,0
1835,6.0,1,0
1840,6.0,1,0
1845,6.0,1,0
1850,6.0,1,0
1855,6.0,1,0
1860,6.0,1,0
1865,6.0,1,0
1870,6.0,1,0
1875,6.0,1,0
1880,6.0,1,0
1885,6.0,1,0
1890,6.0,1,0
1895,6.0,1,0
1900,6.0,1,0
1905,6.0,1,0
1910,6.0,1,0
1915,6.0,1,0
1920,6.0,1,0
1925,6.0,1,0
1930,6.0,1,0
1935,6.0,1,0
1940,6.0,1,0
1945,6.0,1,0
1950,6.0,1,0
1955,6.0,1,0
1960,6.0,1,0
1965,6.0,1,0
1970,6.0,1,0
1975,6.0,1,0
1980,6.0,1,0
1985,6.0,1,0
1990,6.0,1,0
1995,6.0,1,0
2000,6.0,1,0
2005,6.0,1,0
2010,6.0,1,0
2015,6.0,1,0
2020,6.0,1,0
2025,6.0,1,0
2030,6.0,1,0
2035,6.0,1,0
2040,6.0,1,0
2045,6.0,1,0
2050,6.0,1,0
2055,0.0,0,0
2060,0.0,0,0
2065,0.0,0,0
2070,0.0,0,0
2075,0.0,0,0
2080,0.0,0,0
2085,0.0,0,0
2090,0.0,0,0
2095,0.0,0,0
2100,0.0,0,0
2105,0.0,0,0
